,village_name,district_name,population
1501,Miezgovce,Bánovce nad Bebravou,280
1502,Michajlov,Snina,86
1503,Michal na Ostrove,Dunajská Streda,1009
1504,Michal nad Žitavou,Nové Zámky,662
1505,Michaľany,Trebišov,1905
1506,Michalková,Zvolen,31
1507,Michalok,Vranov nad Topľou,283
1508,Michalová,Brezno,1358
1509,Michalovce,Michalovce,38776
1510,Miklušovce,Prešov,301
1511,Miková,Stropkov,131
1512,Mikulášová,Bardejov,126
1513,Mikušovce,Ilava,1009
1514,Mikušovce,Lučenec,277
1515,Milhosť,Košice-okolie,397
1516,Miloslavov,Senec,3469
1517,Milpoš,Sabinov,668
1518,Miňovce,Stropkov,338
1519,Mirkovce,Prešov,1366
1520,Miroľa,Svidník,54
1521,Mládzovo,Poltár,94
1522,Mlynárovce,Svidník,227
1523,Mlynčeky,Kežmarok,688
1524,Mlynky,Spišská Nová Ves,531
1525,Mníchova Lehota,Trenčín,1226
1526,Mníšek nad Hnilcom,Gelnica,1801
1527,Mníšek nad Popradom,Stará Ľubovňa,628
1528,Moča,Komárno,1122
1529,Močenok,Šaľa,4281
1530,Močiar,Banská Štiavnica,160
1531,Modra,Pezinok,9046
1532,Modra nad Cirochou,Humenné,995
1533,Modrany,Komárno,1340
1534,Modrová,Nové Mesto nad Váhom,488
1535,Modrovka,Nové Mesto nad Váhom,194
1536,Modrý Kameň,Veľký Krtíš,1624
1537,Mojmírovce,Nitra,2914
1538,Mojš,Žilina,1234
1539,Mojtín,Púchov,420
1540,Mojzesovo,Nové Zámky,1337
1541,Mokrá Lúka,Revúca,536
1542,Mokrance,Košice-okolie,1358
1543,Mokroluh,Bardejov,772
1544,Mokrý Háj,Skalica,722
1545,Moldava nad Bodvou,Košice-okolie,11307
1546,Moravany,Michalovce,1048
1547,Moravany nad Váhom,Piešťany,2461
1548,Moravské Lieskové,Nové Mesto nad Váhom,2562
1549,Moravský Svätý Ján,Senica,2161
1550,Most pri Bratislave,Senec,3716
1551,Moškovec,Turčianske Teplice,65
1552,Mošovce,Turčianske Teplice,1340
1553,Mošovce,Nové Mesto nad Váhom,1340
1554,Moštenica,Banská Bystrica,235
1555,Mošurov,Prešov,180
1556,Motešice,Trenčín,793
1557,Motyčky,Banská Bystrica,108
1558,Môlča,Banská Bystrica,371
1559,Mrázovce,Stropkov,82
1560,Mučín,Lučenec,788
1561,Mudroňovo,Komárno,128
1562,Mudrovce,Košice-okolie,68
1563,Muľa,Veľký Krtíš,360
1564,Muráň,Revúca,1230
1565,Muránska Dlhá Lúka,Revúca,901
1566,Muránska Huta,Revúca,188
1567,Muránska Lehota,Revúca,195
1568,Muránska Zdychava,Revúca,239
1569,Mútne,Námestovo,3068
1570,Mužla,Nové Zámky,1830
1571,Myslina,Humenné,572
1572,Mýtna,Lučenec,1198
1573,Mýtne Ludany,Levice,950
1574,Mýto pod Ďumbierom,Brezno,528
1575,Nacina Ves,Michalovce,1809
1576,Nadlice,Partizánske,599
1577,Ňagov,Medzilaborce,411
1578,Naháč,Trnava,405
1579,Nálepkovo,Gelnica,3509
1580,Námestovo,Námestovo,7784
1581,Nána,Nové Zámky,1230
1582,Nandraž,Revúca,284
1583,Ňárad,Dunajská Streda,625
1584,Necpaly,Martin,989
1585,Nedanovce,Partizánske,618
1586,Nedašovce,Bánovce nad Bebravou,448
1587,Neded,Šaľa,3223
1588,Nededza,Žilina,1052
1589,Nechválova Polianka,Humenné,63
1590,Nemce,Banská Bystrica,1161
1591,Nemcovce,Prešov,479
1592,Nemcovce,Bardejov,262
1593,Nemčice,Topoľčany,987
1594,Nemčiňany,Zlaté Moravce,671
1595,Nemecká,Brezno,1786
1596,Nemečky,Topoľčany,312
1597,Nemešany,Levoča,425
1598,Nemšová,Trenčín,6414
1599,Nenince,Veľký Krtíš,1346
1600,Neporadza,Trenčín,812
1601,Neporadza,Rimavská Sobota,241
1602,Nesluša,Kysucké Nové Mesto,3168
1603,Nesvady,Komárno,5049
1604,Neverice,Zlaté Moravce,720
1605,Nevidzany,Zlaté Moravce,572
1606,Nevidzany,Prievidza,293
1607,Nevoľné,Žiar nad Hronom,424
1608,Nezbudská Lúčka,Žilina,394
1609,Nimnica,Púchov,709
1610,Nitra,Nitra,76533
1611,Nitra nad Ipľom,Lučenec,377
1612,Nitrianska Blatnica,Topoľčany,1243
1613,Nitrianska Streda,Topoľčany,735
1614,Nitrianske Hrnčiarovce,Nitra,2108
1615,Nitrianske Pravno,Prievidza,3216
1616,Nitrianske Sučany,Prievidza,1185
1617,Nitriansky Hrádok,Nové Zámky,1100
1618,Nižná,Tvrdošín,4017
1619,Nižná,Piešťany,550
1620,Nižná Boca,Liptovský Mikuláš,163
1621,Nižná Hutka,Košice-okolie,614
1622,Nižná Jablonka,Humenné,161
1623,Nižná Jedľová,Svidník,101
1624,Nižná Kamenica,Košice-okolie,611
1625,Nižná Myšľa,Košice-okolie,1675
1626,Nižná Olšava,Stropkov,429
1627,Nižná Pisaná,Svidník,81
1628,Nižná Polianka,Bardejov,226
1629,Nižná Rybnica,Sobrance,415
1630,Nižná Sitnica,Humenné,312
1631,Nižná Slaná,Rožňava,1257
1632,Nižná Voľa,Bardejov,284
1633,Nižné Ladičkovce,Humenné,337
1634,Nižné Nemecké,Sobrance,333
1635,Nižné Repaše,Levoča,163
1636,Nižné Ružbachy,Stará Ľubovňa,635
1637,Nižný Čaj,Košice-okolie,265
1638,Nižný Hrabovec,Vranov nad Topľou,1660
1639,Nižný Hrušov,Vranov nad Topľou,1499
1640,Nižný Klátov,Košice-okolie,856
1641,Nižný Komárnik,Svidník,190
1642,Nižný Kručov,Vranov nad Topľou,396
1643,Nižný Lánec,Košice-okolie,460
1644,Nižný Mirošov,Svidník,271
1645,Nižný Orlík,Svidník,321
1646,Nižný Skálnik,Rimavská Sobota,184
1647,Nižný Slavkov,Sabinov,854
1648,Nižný Tvarožec,Bardejov,540
1649,Nižný Žipov,Trebišov,1451
1650,Nolčovo,Martin,257
1651,Norovce,Topoľčany,317
1652,Nová Baňa,Žarnovica,7314
1653,Nová Bašta,Rimavská Sobota,481
1654,Nová Bošáca,Nové Mesto nad Váhom,1059
1655,Nová Dedina,Levice,1470
1656,Nová Dedinka,Senec,2823
1657,Nová Dubnica,Ilava,11040
1658,Nová Kelča,Vranov nad Topľou,378
1659,Nová Lehota,Nové Mesto nad Váhom,205
1660,Nová Lesná,Poprad,1650
1661,Nová Ľubovňa,Stará Ľubovňa,2989
1662,Nová Polhora,Košice-okolie,490
1663,Nová Polianka,Svidník,69
1664,Nová Sedlica,Snina,259
1665,Nová Ves,Veľký Krtíš,426
1666,Nová Ves nad Váhom,Nové Mesto nad Váhom,560
1667,Nová Ves nad Žitavou,Nitra,1358
1668,Nová Vieska,Nové Zámky,690
1669,Nováčany,Košice-okolie,769
1670,Nováčany,Revúca,769
1671,Nováky,Prievidza,4203
1672,Nové Hony,Lučenec,176
1673,Nové Mesto nad Váhom,Nové Mesto nad Váhom,20071
1674,Nové Sady,Nitra,1280
1675,Nové Zámky,Nové Zámky,37512
1676,Novosad,Trebišov,1000
1677,Novoť,Námestovo,3683
1678,Nový Ruskov,Trebišov,678
1679,Nový Sad,Lučenec,341625
1680,Nový Salaš,Košice-okolie,223
1681,Nový Smokovec,Poprad,495
1682,Nový Svet,Senec,89
1683,Nový Svet,Detva,89
1684,Nový Tekov,Levice,863
1685,Nový Život,Dunajská Streda,2239
1686,Nýrovce,Levice,499
1687,Obeckov,Veľký Krtíš,449
1688,Obid,Nové Zámky,1166
1689,Obišovce,Košice-okolie,481
1690,Oborín,Michalovce,731
1691,Obručné,Stará Ľubovňa,29
1692,Obyce,Zlaté Moravce,1501
1693,Očkov,Nové Mesto nad Váhom,478
1694,Očová,Zvolen,2600
1695,Odorín,Spišská Nová Ves,979
1696,Ohrady,Dunajská Streda,1347
1697,Ohradzany,Humenné,639
1698,Ochodnica,Kysucké Nové Mesto,1922
1699,Ochtiná,Rožňava,556
1700,Okoč,Dunajská Streda,3552
1701,Okoličná na Ostrove,Komárno,1484
1702,Okrúhle,Svidník,596
1703,Okružná,Prešov,480
1704,Olcnava,Spišská Nová Ves,1082
1705,Oľdza,Dunajská Streda,546
1706,Olejníkov,Sabinov,529
1707,Olešná,Čadca,1938
1708,Oľka,Medzilaborce,266
1709,Olováry,Veľký Krtíš,282
1710,Oľšavce,Bardejov,172
1711,Oľšavica,Levoča,266
1712,Oľšavka,Spišská Nová Ves,186
1713,Oľšavka,Stropkov,207
1714,Oľšinkov,Medzilaborce,23
1715,Oľšov,Sabinov,381
1716,Olšovany,Košice-okolie,682
1717,Omšenie,Trenčín,1934
1718,Ondavka,Bardejov,11
1719,Ondavské Matiašovce,Vranov nad Topľou,794
1720,Ondrašová,Turčianske Teplice,84
1721,Ondrašovce,Prešov,54
1722,Ondrej nad Hronom,Banská Bystrica,2167
1723,Ondrejovce,Levice,467
1724,Opátka,Košice-okolie,104
1725,Opatovce,Trenčín,417
1726,Opatovce nad Nitrou,Prievidza,1563
1727,Opatovská Nová Ves,Veľký Krtíš,676
1728,Opava,Veľký Krtíš,115
1729,Opiná,Košice-okolie,191
1730,Opoj,Trnava,1269
1731,Oponice,Topoľčany,811
1732,Oravce,Banská Bystrica,180
1733,Orávka,Rimavská Sobota,170
1734,Oravská Jasenica,Námestovo,1879
1735,Oravská Lesná,Námestovo,3434
1736,Oravská Polhora,Námestovo,3997
1737,Oravská Poruba,Dolný Kubín,1064
1738,Oravské Veselé,Námestovo,2961
1739,Oravský Biely Potok,Tvrdošín,722
1740,Oravský Podzámok,Dolný Kubín,1373
1741,Ordzovany,Levoča,163
1742,Orechová,Sobrance,256
1743,Orechová Potôň,Dunajská Streda,1645
1744,Oreské,Michalovce,473
1745,Oreské,Skalica,389
1746,Orešany,Topoľčany,328
1747,Orlov,Stará Ľubovňa,611
1748,Orovnica,Žarnovica,556
1749,Ortuťová,Bardejov,193
1750,Osádka,Dolný Kubín,167
1751,Osadné,Snina,157
1752,Osikov,Bardejov,969
1753,Oslany,Prievidza,2375
1754,Osrblie,Brezno,368
1755,Ostrá Lúka,Zvolen,301
1756,Ostratice,Partizánske,793
1757,Ostrov,Sobrance,297
1758,Ostrov,Piešťany,1224
1759,Ostrovany,Sabinov,2220
1760,Ostrý Grúň,Žarnovica,543
1761,Osturňa,Kežmarok,311
1762,Osuské,Senica,603
1763,Oščadnica,Čadca,5720
1764,Otrhánky,Bánovce nad Bebravou,397
1765,Otročok,Revúca,326
1766,Ovčiarsko,Žilina,686
1767,Ovčie,Prešov,665
1768,Ozdín,Poltár,290
1769,Ožďany,Rimavská Sobota,1663
1770,Pača,Rožňava,577
1771,Padáň,Dunajská Streda,896
1772,Padarovce,Rimavská Sobota,175
1773,Pagaňov,Považská Bystrica,575
1774,Pakostov,Humenné,439
1775,Palárikovo,Nové Zámky,4189
1776,Palín,Michalovce,897
1777,Palota,Medzilaborce,198
1778,Paňa,Nitra,395
1779,Panické Dravce,Lučenec,752
1780,Paňovce,Košice-okolie,607
1781,Papín,Humenné,938
1782,Papradno,Považská Bystrica,2453
1783,Parchovany,Trebišov,1939
1784,Parihuzovce,Snina,21
1785,Párnica,Dolný Kubín,926
1786,Partizánska Ľupča,Liptovský Mikuláš,1266
1787,Partizánske,Partizánske,22269
1788,Pastovce,Levice,499
1789,Pastuchov,Hlohovec,965
1790,Pašková,Rožňava,349
1791,Paština Závada,Žilina,234
1792,Pata,Galanta,3174
1793,Pataš,Dunajská Streda,780
1794,Patince,Komárno,448
1795,Pavčina Lehota,Liptovský Mikuláš,396
1796,Pavľany,Levoča,48
1797,Pavlice,Trnava,554
1798,Pavlová,Nové Zámky,220
1799,Pavlova Ves,Liptovský Mikuláš,267
1800,Pavlovce,Vranov nad Topľou,791
1801,Pavlovce,Rimavská Sobota,404
1802,Pavlovce nad Uhom,Michalovce,4687
1803,Pažiť,Partizánske,488
1804,Pčoliné,Snina,553
1805,Pečeňady,Piešťany,558
1806,Pečeňany,Bánovce nad Bebravou,522
1807,Pečenice,Levice,131
1808,Pečovská Nová Ves,Sabinov,2820
1809,Peder,Košice-okolie,403
1810,Pernek,Malacky,867
1811,Petkovce,Vranov nad Topľou,140
1812,Petrikovce,Michalovce,194
1813,Petrová,Dolný Kubín,915
1814,Petrová,Bardejov,915
1815,Petrova Lehota,Trenčín,186
1816,Petrova Ves,Skalica,1091
1817,Petrovany,Prešov,1984
1818,Petrovce,Sobrance,199
1819,Petrovce,Vranov nad Topľou,449
1820,Petrovce,Rimavská Sobota,224
1821,Petrovce nad Laborcom,Michalovce,1063
1822,Petrovice,Bytča,1597
1823,Petrovo,Rožňava,111
1824,Pezinok,Pezinok,23034
1825,Piešťany,Piešťany,27336
1826,Pichne,Snina,578
1827,Píla,Pezinok,338
1828,Píla,Žarnovica,129
1829,Píla,Lučenec,256
1830,Pinciná,Lučenec,219
1831,Pinkovce,Sobrance,187
1832,Piskorovce,Vranov nad Topľou,115
1833,Pitelová,Žiar nad Hronom,646
1834,Plášťovce,Levice,1515
1835,Plavé Vozokany,Levice,766
1836,Plavecké Podhradie,Malacky,667
1837,Plavecký Mikuláš,Malacky,731
1838,Plavecký Peter,Senica,641
1839,Plavecký Štvrtok,Malacky,2477
1840,Plaveč,Stará Ľubovňa,1802
1841,Plavnica,Stará Ľubovňa,1647
1842,Plechotice,Trebišov,786
1843,Pleš,Lučenec,190
1844,Plešivec,Rožňava,2275
1845,Pliešovce,Zvolen,2329
1846,Ploské,Košice-okolie,943
1847,Ploské,Revúca,68
1848,Pobedim,Nové Mesto nad Váhom,1151
1849,Počarová,Považská Bystrica,140
1850,Počúvadlo,Banská Štiavnica,96
1851,Podbanské,Liptovský Mikuláš,41
1852,Podbiel,Tvrdošín,1286
1853,Podbranč,Senica,616
1854,Podbrezová,Brezno,3797
1855,Podhájska,Nové Zámky,1015
1856,Podhorany,Kežmarok,3044
1857,Podhorany,Prešov,840
1858,Podhorany,Nitra,1063
1859,Podhorie,Žilina,951
1860,Podhorie,Banská Štiavnica,325
1861,Podhoroď,Sobrance,340
1862,Podhradie,Martin,666
1863,Podhradie,Topoľčany,285
1864,Podhradie,Prievidza,301
1865,Podhradík,Prešov,398
1866,Podkonice,Banská Bystrica,913
1867,Podkriváň,Detva,564
1868,Podkylava,Myjava,223
1869,Podlužany,Levice,757
1870,Podlužany,Bánovce nad Bebravou,871
1871,Podolie,Nové Mesto nad Váhom,1889
1872,Podolínec,Stará Ľubovňa,3155
1873,Podrečany,Lučenec,544
1874,Podskalie,Považská Bystrica,123
1875,Podtureň,Liptovský Mikuláš,1117
1876,Podvysoká,Čadca,1342
1877,Podzámčok,Zvolen,539
1878,Pohorelá,Brezno,2158
1879,Pohorelská Maša,Brezno,286
1880,Pohranice,Nitra,1096
1881,Pohronská Polhora,Brezno,1710
1882,Pohronský Bukovec,Banská Bystrica,118
1883,Pohronský Ruskov,Levice,1214
1884,Pochabany,Bánovce nad Bebravou,256
1885,Pokryváč,Dolný Kubín,163
1886,Poľanovce,Levoča,164
1887,Poľany,Trebišov,494
1888,Poliakovce,Bardejov,382
1889,Polianka,Myjava,390
1890,Polichno,Lučenec,129
1891,Polina,Revúca,107
1892,Poľný Kesov,Nitra,666
1893,Poloma,Sabinov,939
1894,Polomka,Brezno,2964
1895,Poltár,Poltár,5584
1896,Poluvsie,Prievidza,562
1897,Pongrácovce,Levoča,118
1898,Poniky,Banská Bystrica,1555
1899,Poprad,Poprad,51235
1900,Poproč,Košice-okolie,2726
1901,Poproč,Rimavská Sobota,17
1902,Popudinské Močidľany,Skalica,942
1903,Poráč,Spišská Nová Ves,974
1904,Poriadie,Myjava,685
1905,Porostov,Sobrance,191
1906,Poruba,Prievidza,1330
1907,Poruba pod Vihorlatom,Michalovce,609
1908,Porúbka,Žilina,490
1909,Porúbka,Humenné,268
1910,Porúbka,Sobrance,405
1911,Porúbka,Bardejov,226
1912,Poša,Vranov nad Topľou,977
1913,Potok,Ružomberok,100
1914,Potok,Rimavská Sobota,25
1915,Potoky,Stropkov,86
1916,Potôčky,Stropkov,66
1917,Potvorice,Nové Mesto nad Váhom,680
1918,Považany,Nové Mesto nad Váhom,1246
1919,Považská Bystrica,Považská Bystrica,39271
1920,Považské Podhradie,Považská Bystrica,872
1921,Považský Chlmec,Žilina,1373
1922,Povina,Kysucké Nové Mesto,1154
1923,Povoda,Dunajská Streda,969
1924,Pozba,Nové Zámky,443
1925,Pozdišovce,Michalovce,1317
1926,Pôtor,Veľký Krtíš,775
1927,Praha,Lučenec,1325280
1928,Prakovce,Gelnica,3342
1929,Prašice,Topoľčany,2027
1930,Prašník,Piešťany,833
1931,Pravenec,Prievidza,1319
1932,Pravica,Veľký Krtíš,117
1933,Pravotice,Bánovce nad Bebravou,332
1934,Práznovce,Topoľčany,969
1935,Prečín,Považská Bystrica,1509
1936,Predajná,Brezno,1316
1937,Predmier,Bytča,1354
1938,Prenčov,Banská Štiavnica,661
1939,Preseľany,Topoľčany,1433
1940,Prestavlky,Žiar nad Hronom,700
1941,Prešov,Prešov,88464
1942,Príbelce,Veľký Krtíš,566
1943,Pribeník,Trebišov,987
1944,Pribeta,Komárno,2770
1945,Pribiš,Dolný Kubín,461
1946,Príbovce,Martin,1118
1947,Pribylina,Liptovský Mikuláš,1312
1948,Priechod,Banská Bystrica,968
1949,Priekopa,Sobrance,289
1950,Priepasné,Myjava,371
1951,Prietrž,Senica,730
1952,Prietržka,Skalica,532
1953,Prievaly,Senica,1011
1954,Prievidza,Prievidza,45634
1955,Prihradzany,Revúca,76
1956,Príkra,Svidník,12
1957,Primovce,Poprad,2077
1958,Príslop,Snina,50
1959,Prituľany,Humenné,44
1960,Proč,Prešov,411
1961,Prochot,Žiar nad Hronom,562
1962,Prosačov,Vranov nad Topľou,220
1963,Prosiek,Liptovský Mikuláš,216
1964,Prša,Lučenec,214
1965,Pruské,Ilava,2317
1966,Pružina,Považská Bystrica,2067
1967,Psiare,Žarnovica,260
1968,Pstriná,Svidník,55
1969,Ptičie,Humenné,647
1970,Ptrukša,Michalovce,464
1971,Pucov,Dolný Kubín,873
1972,Púchov,Púchov,17561
1973,Pukanec,Levice,1823
1974,Pusté Čemerné,Michalovce,367
1975,Pusté Pole,Stará Ľubovňa,226
1976,Pusté Sady,Galanta,601
1977,Pusté Úľany,Galanta,1806
1978,Pušovce,Prešov,527
1979,Rabča,Námestovo,5106
1980,Rabčice,Námestovo,2038
1981,Rad,Trebišov,512
1982,Radatice,Prešov,812
1983,Radava,Nové Zámky,748
1984,Radimov,Skalica,555
1985,Radnovce,Rimavská Sobota,964
1986,Radobica,Prievidza,531
1987,Radoľa,Kysucké Nové Mesto,1512
1988,Radoma,Svidník,429
1989,Radošina,Topoľčany,1934
1990,Radošovce,Skalica,1752
1991,Radošovce,Trnava,414
1992,Radôstka,Čadca,801
1993,Radvaň nad Dunajom,Komárno,704
1994,Radvaň nad Laborcom,Medzilaborce,555
1995,Radvanovce,Vranov nad Topľou,233
1996,Radzovce,Lučenec,1556
1997,Rafajovce,Vranov nad Topľou,175
1998,Rajčany,Topoľčany,518
1999,Rajec,Žilina,5787
2000,Rajecká Lesná,Žilina,1185
2001,Rajecké Teplice,Žilina,3023
2002,Rákoš,Košice-okolie,371
2003,Rákoš,Revúca,413
2004,Raková,Čadca,5557
2005,Rakovčík,Svidník,168
2006,Rakovec nad Ondavou,Michalovce,1062
2007,Rakovice,Piešťany,609
2008,Rakovnica,Rožňava,594
2009,Rakovo,Martin,379
2010,Rakša,Turčianske Teplice,221
2011,Rakúsy,Kežmarok,3356
2012,Rankovce,Košice-okolie,928
2013,Rapovce,Lučenec,939
2014,Raslavice,Bardejov,2804
2015,Rastislavice,Nové Zámky,957
2016,Rašice,Revúca,119
2017,Ratka,Lučenec,303
2018,Ratková,Revúca,636
2019,Ratkovce,Hlohovec,345
2020,Ratkovo,Martin,199
2021,Ratkovská Lehota,Rimavská Sobota,46
2022,Ratkovská Suchá,Rimavská Sobota,41
2023,Ratkovské Bystré,Revúca,327
2024,Ratnovce,Piešťany,1088
2025,Ratvaj,Sabinov,139
2026,Ráztočno,Prievidza,1222
2027,Ráztoka,Brezno,273
2028,Ražňany,Sabinov,1570
2029,Regetovka,Bardejov,42
2030,Rejdová,Rožňava,761
2031,Reľov,Kežmarok,345
2032,Remeniny,Vranov nad Topľou,278
2033,Remetské Hámre,Sobrance,560
2034,Renčišov,Sabinov,167
2035,Repejov,Medzilaborce,107
2036,Repište,Žiar nad Hronom,277
2037,Rešica,Košice-okolie,327
2038,Rešov,Bardejov,301
2039,Revúcka Lehota,Revúca,303
2040,Riečka,Rimavská Sobota,227
2041,Richnava,Gelnica,3104
2042,Richvald,Bardejov,1004
2043,Rimavská Baňa,Rimavská Sobota,532
2044,Rimavská Seč,Rimavská Sobota,2154
2045,Rimavská Sobota,Rimavská Sobota,23751
2046,Rimavské Brezovo,Rimavská Sobota,530
2047,Rimavské Janovce,Rimavská Sobota,1358
2048,Rimavské Zalužany,Rimavská Sobota,357
2049,Rišňovce,Nitra,2062
2050,Rohov,Senica,373
2051,Rohovce,Dunajská Streda,1170
2052,Rohožník,Humenné,47
2053,Rohožník,Malacky,3524
2054,Rochovce,Rožňava,336
2055,Rojkov,Ružomberok,1167
2056,Rokycany,Prešov,1060
2057,Rokytov,Bardejov,571
2058,Rokytov pri Humennom,Humenné,283
2059,Rokytovce,Medzilaborce,171
2060,Rosina,Žilina,3278
2061,Roškovce,Levoča,146
2062,Roškovce,Medzilaborce,146
2063,Roštár,Rožňava,631
2064,Rovensko,Senica,438
2065,Rovinka,Senec,4669
2066,Rovňany,Poltár,248
2067,Rovné,Humenné,455
2068,Rovné,Svidník,475
2069,Rovné,Rimavská Sobota,125
2070,Rozhanovce,Košice-okolie,2580
2071,Rozložná,Rožňava,204
2072,Roztoky,Svidník,434
2073,Rožkovany,Sabinov,1331
2074,Rožňava,Rožňava,19045
2075,Rožňavské Bystré,Rožňava,625
2076,Rúbaň,Nové Zámky,940
2077,Rudina,Kysucké Nové Mesto,1825
2078,Rudinka,Kysucké Nové Mesto,392
2079,Rudinská,Kysucké Nové Mesto,1002
2080,Rudlov,Vranov nad Topľou,709
2081,Rudná,Rožňava,717
2082,Rudňany,Spišská Nová Ves,4727
2083,Rudnianska Lehota,Prievidza,734
2084,Rudník,Košice-okolie,626
2085,Rudník,Myjava,825
2086,Rudno,Turčianske Teplice,193
2087,Rudno nad Hronom,Žarnovica,548
2088,Rumanová,Nitra,820
2089,Rumince,Rimavská Sobota,371
2090,Runina,Snina,77
2091,Ruská,Michalovce,578
2092,Ruská Bystrá,Sobrance,107
2093,Ruská Kajňa,Humenné,107
2094,Ruská Nová Ves,Prešov,1291
2095,Ruská Poruba,Humenné,228
2096,Ruská Voľa,Vranov nad Topľou,85
2097,Ruská Voľa nad Popradom,Stará Ľubovňa,83
2098,Ruská Volová,Snina,97
2099,Ruské Pekľany,Prešov,515
2100,Ruskov,Košice-okolie,1568
2101,Ruskovce,Sobrance,270
2102,Ruskovce,Bánovce nad Bebravou,521
2103,Ruský Hrabovec,Sobrance,288
2104,Ruský Potok,Snina,136
2105,Ružiná,Lučenec,861
2106,Ružindol,Trnava,1667
2107,Ružomberok,Ružomberok,26558
2108,Rybany,Bánovce nad Bebravou,1465
2109,Rybky,Senica,419
2110,Rybník,Levice,1435
2111,Rybník,Revúca,159
2112,Rykynčice,Krupina,268
2113,Sabinov,Sabinov,12700
2114,Sačurov,Vranov nad Topľou,2506
2115,Sádočné,Považská Bystrica,154
2116,Sady nad Torysou,Košice-okolie,1973
2117,Salka,Nové Zámky,991
2118,Santovka,Levice,625
2119,Sap,Dunajská Streda,512
2120,Sása,Zvolen,927
2121,Sása,Revúca,208
2122,Sasinkovo,Hlohovec,854
2123,Sazdice,Levice,473
2124,Sebedražie,Prievidza,1723
2125,Sebechleby,Krupina,1208
2126,Seč,Prievidza,390
2127,Sečianky,Veľký Krtíš,359
2128,Sečovce,Trebišov,8542
2129,Sečovská Polianka,Vranov nad Topľou,2750
2130,Sedliacka Dubová,Dolný Kubín,536
2131,Sedlice,Prešov,1027
2132,Sedliská,Vranov nad Topľou,1447
2133,Sedmerovec,Ilava,419
2134,Sejkov,Sobrance,192
2135,Sekule,Senica,1782
2136,Seľany,Veľký Krtíš,171
2137,Selce,Krupina,91
2138,Selce,Banská Bystrica,2122
2139,Selce,Poltár,113
2140,Selec,Trenčín,1009
2141,Selice,Šaľa,2839
2142,Semerovo,Nové Zámky,1379
2143,Seňa,Košice-okolie,2133
2144,Senec,Senec,19963
2145,Seniakovce,Prešov,167
2146,Senica,Senica,20289
2147,Senica,Banská Bystrica,20289
2148,Senné,Michalovce,718
2149,Senné,Veľký Krtíš,192
2150,Senohrad,Krupina,754
2151,Sereď,Galanta,15444
2152,Sielnica,Zvolen,1427
2153,Sihelné,Námestovo,2161
2154,Sihla,Brezno,191
2155,Sikenica,Levice,657
2156,Sikenička,Nové Zámky,428
2157,Siladice,Hlohovec,650
2158,Silica,Rožňava,552
2159,Silická Brezová,Rožňava,150
2160,Silická Jablonica,Rožňava,187
2161,Sirk,Revúca,1286
2162,Sirník,Trebišov,571
2163,Skačany,Partizánske,1348
2164,Skalité,Čadca,5243
2165,Skalka nad Váhom,Trenčín,1190
2166,Skároš,Košice-okolie,1113
2167,Skerešovo,Revúca,228
2168,Sklabiná,Veľký Krtíš,976
2169,Sklabinský Podzámok,Martin,181
2170,Sklené,Turčianske Teplice,714
2171,Sklené Teplice,Žiar nad Hronom,382
2172,Skrabské,Vranov nad Topľou,784
2173,Skýcov,Zlaté Moravce,971
2174,Sládkovičovo,Galanta,5209
2175,Slančík,Košice-okolie,207
2176,Slanec,Košice-okolie,1516
2177,Slanská Huta,Košice-okolie,247
2178,Slanské Nové Mesto,Košice-okolie,477
2179,Slaská,Žiar nad Hronom,464
2180,Slatina,Levice,317
2181,Slatina nad Bebravou,Bánovce nad Bebravou,441
2182,Slatinka nad Bebravou,Bánovce nad Bebravou,191
2183,Slatinské Lazy,Detva,544
2184,Slatvina,Spišská Nová Ves,319
2185,Slavec,Rožňava,479
2186,Slavkovce,Michalovce,705
2187,Slavnica,Ilava,799
2188,Slavoška,Rožňava,125
2189,Slavošovce,Rožňava,1873
2190,Sľažany,Zlaté Moravce,1685
2191,Slepčany,Zlaté Moravce,800
2192,Sliač,Zvolen,4959
2193,Sliepkovce,Michalovce,744
2194,Slivník,Trebišov,766
2195,Slizké,Rimavská Sobota,239
2196,Slopná,Považská Bystrica,478
2197,Slovany,Martin,447
2198,Slovenská Kajňa,Vranov nad Topľou,749
2199,Slovenská Ľupča,Banská Bystrica,3257
2200,Slovenská Nová Ves,Trnava,543
2201,Slovenská Ves,Kežmarok,1875
2202,Slovenská Volová,Humenné,568
2203,Slovenské Ďarmoty,Veľký Krtíš,547
2204,Slovenské Kľačany,Veľký Krtíš,170
2205,Slovenské Krivé,Humenné,120
2206,Slovenské Nové Mesto,Trebišov,1110
2207,Slovenské Pravno,Turčianske Teplice,925
2208,Slovenský Grob,Pezinok,4615
2209,Slovinky,Spišská Nová Ves,1862
2210,Smilno,Bardejov,702
2211,Smižany,Spišská Nová Ves,8751
2212,Smolenice,Trnava,3354
2213,Smolinské,Senica,900
2214,Smolnícka Huta,Gelnica,473
2215,Smolník,Gelnica,1011
2216,Smrdáky,Senica,654
2217,Smrečany,Liptovský Mikuláš,680
2218,Snakov,Bardejov,681
2219,Snežnica,Kysucké Nové Mesto,1055
2220,Snina,Snina,19520
2221,Soblahov,Trenčín,2400
2222,Soboš,Svidník,149
2223,Sobotište,Senica,1464
2224,Sobrance,Sobrance,6346
2225,Socovce,Martin,237
2226,Sokoľ,Košice-okolie,1237
